Total timesteps,Time,Episodic return
96.0,301.5526432991028,-4.423962142621167
108.0,301.57034397125244,-8.067163913615513
150.0,301.6315920352936,3.4101184148357797
162.0,301.64931416511536,-8.322923033393453
252.0,301.7808220386505,8.15361965613847
287.0,301.8320231437683,-1.1074732521898107
303.0,301.8556990623474,-3.767324834538158
312.0,301.8690571784973,-1.5893445532652548
320.0,301.88094115257263,-2.084380634059198
340.0,301.91024804115295,-0.43639648707030554
350.0,301.9250843524933,-2.6216970578301693
370.0,301.9545681476593,-1.3284135641762984
392.0,301.9869360923767,-0.7161001984495672
407.0,302.0090811252594,-1.7220522685791364
438.0,302.0546052455902,-0.6038670703856039
452.0,302.0752091407776,-1.3543015682575061
459.0,302.08559107780457,-1.8765745508833787
467.0,302.09743309020996,-1.751155165955424
527.0,302.18466424942017,4.135531382681802
547.0,302.2138502597809,-0.9745950848856411
560.0,302.2328851222992,-1.3330167015315966
587.0,302.27249002456665,-0.7284894687007177
649.0,302.3631341457367,2.6925069419379724
664.0,302.3852412700653,-1.0334078464249616
696.0,302.4323410987854,0.2023610589254533
805.0,302.59116435050964,8.557723649154468
893.0,302.7188060283661,2.8112491543295626
912.0,302.7466480731964,-2.232295729522593
1028.0,302.91586208343506,3.6883453364207526
1060.0,302.9624409675598,-0.4371854706892917
1097.0,303.016300201416,-1.3112747242936162
1191.0,303.15460300445557,2.2689385013938597
1204.0,303.17381715774536,-4.427140359625627
1404.0,305.1162302494049,13.573086954937573
1451.0,305.1845631599426,-0.8237289780765422
1463.0,305.2021851539612,-2.095994115015492
1494.0,305.2472200393677,-0.3863277233362168
1519.0,305.283673286438,-1.7689512372482565
1600.0,305.40125799179077,-0.04524548108602178
1800.0,305.69157814979553,6.6403897431941
1823.0,305.72538018226624,-1.1043705857475288
1885.0,305.81597328186035,-1.7332888833356266
1915.0,305.85987424850464,-0.9312056916067375
2033.0,306.0340881347656,1.7175884805761594
2099.0,306.1318202018738,-1.3034856830949133
2299.0,306.42711305618286,9.377767052504533
2499.0,306.7167570590973,6.810331917537404
2699.0,307.0543761253357,6.116222197105527
2787.0,307.1831440925598,0.9140827236813487
2987.0,307.47402024269104,10.036593571097185
3187.0,307.76691937446594,5.987266601405281
3229.0,307.8279869556427,-3.602267844529705
3429.0,308.1209132671356,4.965303910146669
3576.0,308.3362979888916,0.18350721783326618
3776.0,308.6256420612335,6.896795663859667
3784.0,308.63743114471436,-2.713679339643568
3941.0,308.91076827049255,-0.4507278579112597
4141.0,309.2005572319031,5.270157855810976
4341.0,309.49010014533997,8.15193238828251
4515.0,309.7451341152191,3.930937219253245
4715.0,310.04293727874756,5.77430184314144
4915.0,310.33552622795105,5.356597045629315
5115.0,310.6240813732147,9.333670965663622
5313.0,310.95645213127136,-2.144781752321614
5513.0,311.24824619293213,6.585066823061469
5530.0,311.2731592655182,-3.883517632551958
5642.0,311.4364140033722,-2.494632381711563
5654.0,311.4543433189392,-2.8302291178435546
5854.0,311.74871301651,5.10515848829491
6054.0,312.0417971611023,4.184261367278306
6254.0,312.3324501514435,3.5822213354817003
6454.0,312.6676232814789,2.933080055645405
6654.0,312.956166267395,3.5488766262906224
6854.0,313.2475652694702,7.192150238534669
7054.0,313.5396029949188,2.7395755769814047
7169.0,313.7105360031128,-3.0231852540095137
7276.0,313.8689033985138,-3.9203884782546083
7300.0,313.90383219718933,-2.0678676379611716
7475.0,314.15971207618713,-1.0785553275865836
7675.0,314.4496593475342,5.781166560071867
7770.0,314.6338880062103,-2.6753599817280698
7970.0,314.9243280887604,6.098511102706107
8170.0,315.21631693840027,5.667765056218194
8290.0,315.3923342227936,-2.7797437598113914
8490.0,315.6881160736084,6.891024873308929
8651.0,315.9236240386963,-1.5598129184116258
8851.0,316.21477031707764,5.137144363205879
9051.0,316.5502071380615,3.0948203482708783
9251.0,316.8408110141754,8.05522476890619
9451.0,317.1303770542145,4.331164622199413
9651.0,317.4214241504669,5.988381442402807
9851.0,317.71428418159485,6.942414333629129
10051.0,318.0065882205963,6.303074838496876
10251.0,318.3404221534729,5.671338041519267
10451.0,318.6318793296814,5.828386064498772
10651.0,318.9230179786682,5.4484071090206285
10851.0,319.21475625038147,3.6547535586652886
11051.0,319.50867199897766,5.837516446206427
11226.0,319.7658221721649,4.6830177378935804
11426.0,320.0562460422516,5.983865071878337
11626.0,320.39135003089905,5.948037707789626
11791.0,320.63147926330566,4.818061414305699
11910.0,320.80567502975464,2.606698541689549
12110.0,321.09952998161316,5.934426722205531
12225.0,321.26909017562866,1.1630593748370321
12416.0,321.54811906814575,3.5822425966835025
12611.0,321.8325262069702,4.4893092022917696
12697.0,321.95790433883667,-2.8076485824887634
12897.0,322.29268527030945,9.214163550305237
13089.0,322.5692570209503,6.1757686133321865
13289.0,322.8599841594696,9.608761216292622
13489.0,323.15337228775024,7.975612720740902
13640.0,323.37568521499634,2.2269405375947837
13724.0,323.49739813804626,-3.0606721320247745
13889.0,323.73882508277893,3.993976865100923
14046.0,323.9659540653229,4.113590331818706
14196.0,324.22865319252014,2.4455541857838394
14396.0,324.51928305625916,7.871779933073957
14557.0,324.75427508354187,4.812648643949069
14683.0,324.9382390975952,4.192947457613991
14777.0,325.0760540962219,2.4000585308167497
14977.0,325.36676001548767,9.58512937445339
15012.0,325.4184012413025,-5.235676285621593
15212.0,325.7074282169342,9.515376969426871
15412.0,326.0409951210022,9.477929588805274
15490.0,326.1537883281708,-2.835235156045383
15690.0,326.4433562755585,8.606066652867595
15712.0,326.4758651256561,-1.8022185046051162
15912.0,326.767765045166,7.868198867549655
16112.0,327.06039810180664,10.643659216486048
16300.0,327.3353359699249,7.215012043931347
16358.0,327.4191801548004,-4.310195670330721
16546.0,327.691143989563,7.449751844065757
16746.0,328.02504301071167,9.01027245982077
16946.0,328.3192923069,8.929910516727253
17146.0,328.61186933517456,8.391658742717116
17346.0,328.9040741920471,9.694107808352417
17546.0,329.1956570148468,9.902593792001923
17746.0,329.4850392341614,12.044548106794167
17923.0,329.78451323509216,0.6599265812128603
18056.0,329.97700929641724,-1.710544882182878
18256.0,330.2656002044678,8.306483412787198
18408.0,330.48611426353455,2.2691908937376866
18556.0,330.7018492221832,5.183925536466994
18756.0,330.9967391490936,8.283832545462067
18956.0,331.2887382507324,9.77611685147021
19156.0,331.57762002944946,10.77497790220077
19215.0,331.70789098739624,-1.052768149483018
19415.0,331.99897623062134,7.2360181011725215
19589.0,332.25338411331177,5.7979194229243145
19755.0,332.49468326568604,3.448915715218754
19886.0,332.6871612071991,2.047573926179756
20062.0,332.9436972141266,5.908040416744187
20262.0,333.23569893836975,10.075762401224345
20316.0,333.31416296958923,0.2307663884188514
20380.0,333.4068591594696,0.12183052811305906
20580.0,333.7420012950897,10.642018764669777
20769.0,334.0203242301941,7.06396957280376
20969.0,334.3108720779419,8.588367369004121
21060.0,334.4436571598053,0.7351755209412651
21175.0,334.61249017715454,3.213878807233412
21221.0,334.6801631450653,-4.660914591696927
21309.0,334.8097801208496,1.7328016553903582
21354.0,334.8757891654968,-0.701657845871523
21407.0,334.9525361061096,-3.7522492075455367
21444.0,335.0068871974945,-4.564068649604451
21644.0,335.29755425453186,9.927550184068966
21809.0,335.5818431377411,5.66179864226287
21950.0,335.78618025779724,0.8331148413929552
22078.0,335.9709403514862,-0.6848940454568935
22194.0,336.139347076416,2.9138318949478608
22322.0,336.3249433040619,0.552485950823757
22522.0,336.61480617523193,10.68709531123859
22597.0,336.7231550216675,-0.30083418582216837
22755.0,336.9540202617645,0.6414664571304454
22950.0,337.2351322174072,2.753661069179362
23150.0,337.56885504722595,9.981919396157169
23257.0,337.723562002182,3.2247241937366202
23426.0,337.9678611755371,4.146269131301597
23626.0,338.258504152298,7.530179627037431
23770.0,338.46800112724304,5.695726242889941
23970.0,338.75786232948303,9.186231779913975
24170.0,339.04884934425354,8.823191231438454
24370.0,339.3839371204376,6.323526076040977
24478.0,339.54069423675537,3.7417957326106244
24678.0,339.8302001953125,6.959090928938528
24878.0,340.12239813804626,9.910246764887411
25078.0,340.4132013320923,8.723592442855079
25265.0,340.6861982345581,8.345608420521597
25465.0,340.97493720054626,5.843957287673218
25621.0,341.2452862262726,5.235068929273982
25801.0,341.50551414489746,5.078588844963814
25874.0,341.61206817626953,-0.2098833143507366
25923.0,341.68381905555725,-1.2436463785008531
26082.0,341.91457629203796,4.638181561874808
26117.0,341.9653582572937,-1.3925638923072254
26317.0,342.2544729709625,8.194865311282047
26381.0,342.34704327583313,-2.5912048388679976
26532.0,342.56516098976135,5.578658051324236
26732.0,342.8542170524597,8.814954834323725
26762.0,342.8977999687195,-4.875720456929411
26898.0,343.1397292613983,5.067437844962117
27098.0,343.43012404441833,10.08857035540059
27182.0,343.55193614959717,1.6408315138458416
27302.0,343.7276270389557,-0.06954293376402254
27467.0,343.9691593647003,5.14570336613688
27561.0,344.10639119148254,-0.19244782545137928
27630.0,344.2085950374603,0.8903763147565762
27713.0,344.3293640613556,0.934165077332727
27815.0,344.47926020622253,-0.45627973326263604
27874.0,344.5653944015503,0.3169871839840197
27981.0,344.71984910964966,2.7059517949041036
28115.0,344.9127633571625,3.986700938262131
28292.0,345.214378118515,5.324545444078828
28332.0,345.2725350856781,-1.058479033195181
28532.0,345.5633201599121,9.466418283056736
28700.0,345.8069472312927,5.299444164538361
28900.0,346.0958573818207,6.254482791978807
29014.0,346.26087617874146,2.0506708291533853
29051.0,346.31448316574097,-1.501380059288931
29251.0,346.603315114975,9.223621208424449
29451.0,346.937575340271,8.690233950781112
29491.0,346.99601101875305,-4.110448481532512
29691.0,347.2849380970001,6.499681787207371
29752.0,347.3734202384949,-3.0453037557526836
